Trial ID,advanced,blood,breast,breast cancer,cancer,cancer patients,cell,cells,chemotherapy,clinical,combination,determine,different,disease,dose,effects,efficacy,evaluate,growth,ii,lung,lung cancer,metastatic,participants,patient,patients,phase,primary,prostate,purpose,purpose study,radiation,randomized,response,safety,stage,standard,stop,studies,study,surgery,survival,therapy,treating,treatment,trial,tumor,tumor cells,tumors,used
NCT05115344,0.0,0.0,0.0,0.0,0.0,0.0,0.2992452138409073,0.09637026649142932,0.0,0.08762530495046367,0.0,0.20457014069171264,0.0,0.10975326007945511,0.10166380052653674,0.0,0.18487924106924022,0.1776603381324259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995441778393322,0.0,0.4371534797291532,0.0,0.16433246876090804,0.0,0.0,0.0,0.0,0.08286932294687781,0.0,0.0,0.0,0.0,0.04881805725075814,0.0,0.0,0.0,0.0,0.0,0.0764153822176273,0.4154155097349169,0.11094393451313536,0.4949997025584865,0.10336786603635607
NCT04843644,0.0,0.0,0.0,0.0,0.31942250638356934,0.7402622319619042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393473580050852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48458689722420994,0.0,0.0,0.0,0.0,0.0
NCT00505544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8069044068743187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2267468358375134,0.0,0.24818501485892133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48569058978320395,0.0,0.0,0.0,0.0,0.0
NCT00370292,0.0,0.4104104598049535,0.0,0.0,0.16695486124152045,0.0,0.35438420262304665,0.0,0.0,0.0,0.0,0.0,0.39020673311060905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40034088884818086,0.41855169541872006,0.0,0.0,0.0,0.1773691268967197,0.0,0.0,0.0,0.29191860828493915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27148709195121556,0.0,0.0,0.0,0.0
NCT02286492,0.0,0.0,0.0,0.0,0.18137250886826203,0.0,0.0,0.0,0.3420341671791532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38817101593058745,0.0,0.0,0.1926861146887694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43103391201587193,0.0,0.0,0.0,0.0,0.0,0.6903055351065577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05175092,0.0,0.0,0.0,0.0,0.1500364214817342,0.0,0.0,0.0,0.282940247054306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29513735316982304,0.0,0.0,0.0,0.0,0.0,0.0,0.7222751341723497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645817074114551,0.0,0.0,0.0,0.0,0.4675927525628129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00732992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973895551848453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412391485862801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06514092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4254512127201196,0.0,0.0,0.0,0.3443442420570801,0.0,0.0,0.0,0.0,0.0,0.0,0.44887654312310354,0.1935271803205583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892399519152251,0.0,0.0,0.3466593427985932,0.0,0.5527123381269066,0.0,0.0,0.0,0.0,0.0
NCT00010192,0.0,0.2078615441791042,0.0,0.0,0.33823207412757716,0.0,0.0,0.8670361168897254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08983255598303505,0.1405931323112647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784248572470638,0.0,0.0,0.0,0.190215541666954,0.0,0.13750070157688754,0.0,0.0,0.0,0.0
NCT00513292,0.0,0.0,0.12349265671497463,0.12731471176724748,0.0601194218488634,0.0,0.0,0.49315923882329515,0.22674766436961866,0.0,0.12701984756637663,0.0,0.2810221040788656,0.0,0.0,0.0,0.0,0.0,0.2955725802857167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09995950682413227,0.0,0.0,0.0,0.0,0.0,0.1356858645643583,0.0,0.0,0.0,0.0,0.15358966573395696,0.0,0.0,0.14183118691932356,0.0,0.0,0.13524025976758514,0.09120548337840186,0.09776083718775373,0.42516432512819197,0.42580321935779775,0.0,0.13224208043933167
NCT04138992,0.5603097180375665,0.0,0.0,0.0,0.29740053498804625,0.0,0.0,0.0,0.0,0.554549878786774,0.0,0.0,0.0,0.0,0.0,0.0,0.2925089983512675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622254668403864,0.0,0.0,0.0,0.0,0.1544761969519997,0.0,0.0,0.0,0.3345052594477217,0.0,0.0,0.0,0.0,0.0,0.0
NCT00844792,0.0,0.0,0.0,0.0,0.1331124511909454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272186379767064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7036093183074055,0.23274555294825983,0.2920712013168133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13828290677259497,0.0,0.0,0.0,0.0,0.0,0.0,0.4706853770070616,0.0,0.0,0.0
NCT02616692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24466912115237746,0.0,0.0,0.0,0.0,0.0,0.0,0.294773352413321,0.0,0.24525109008570328,0.0,0.0,0.0,0.0,0.0,0.0,0.31970176372687753,0.6891759195869136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24689996615554094,0.0,0.39365636730168335,0.0,0.0,0.0,0.0,0.0
NCT04556292,0.0,0.0,0.3399404691467164,0.3504615091999155,0.16549181960917195,0.38352758903035167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32553973980681133,0.0,0.0,0.3665585398193993,0.0,0.0,0.3541833773306471,0.0,0.0,0.17581482404495782,0.2751603419132654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2918365271738627,0.0,0.0,0.0,0.0,0.17191997937003578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04289792,0.3854909860111039,0.0,0.0,0.0,0.20461045343690656,0.47418509315075896,0.0,0.0,0.38585652519298386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4024901891278294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21737358954493613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3608202767696605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310408762028703,0.0,0.0,0.0,0.0,0.0
NCT05754892,0.0,0.0,0.0,0.0,0.27969911942277625,0.0,0.0,0.0,0.0,0.2607714084625006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5942922324859088,0.0,0.3252403192425388,0.0,0.0,0.0,0.0,0.0,0.33816634613250357,0.0,0.0,0.3323541323447235,0.0,0.0,0.0,0.3299271422448981,0.0,0.0,0.0,0.0,0.0,0.24725389003092696,0.0,0.0,0.0
NCT01303692,0.0,0.0,0.0,0.0,0.26275378129357435,0.6089323598357957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791437663467253,0.0,0.0,0.6944354464386898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05298592,0.27407415129483437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743340402278427,0.0,0.6147074205837373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35015282869173625,0.0,0.0,0.0,0.0,0.0,0.2543574013263991,0.31919179906195344,0.0,0.0,0.0,0.25653391315034124,0.0,0.0,0.0,0.0,0.15112332059189598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064685608376092,0.0
NCT01288092,0.0,0.0,0.263215573130996,0.27136200416490075,0.12814015423423838,0.0,0.0,0.0,0.24164803811337351,0.0,0.0,0.0,0.0,0.29927607435716075,0.0,0.0,0.2520651024729364,0.0,0.0,0.2838259192464145,0.0,0.0,0.5484876860443586,0.0,0.0,0.2722664929661305,0.21305638390574227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22596873786002344,0.0,0.0,0.0,0.0,0.13311747205662192,0.0,0.0,0.24385133747461063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06413992,0.0,0.0,0.0,0.0,0.29174781218815665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869492494953364,0.27574486133407844,0.0,0.3231055537480718,0.0,0.0,0.3121973813982456,0.0,0.0,0.30994637914126444,0.24254198166327712,0.0,0.0,0.0,0.0,0.0,0.32922849982678654,0.0,0.25724132020736196,0.0,0.0,0.0,0.0,0.3030801037241186,0.0,0.0,0.27759875361678177,0.0,0.0,0.237207124503884,0.0,0.0,0.0,0.0
NCT05033392,0.24381730604327154,0.0,0.0,0.0,0.5176522549748214,0.0,0.0,0.0,0.48809700826084257,0.24131092708149104,0.13671145799727952,0.0,0.0,0.15112450082177528,0.0,0.0,0.12728452438984855,0.12231449843336613,0.0,0.14332268444288218,0.0,0.0,0.0,0.0,0.0,0.13748555720126635,0.10758641409544212,0.1504843713953083,0.0,0.0,0.0,0.0,0.0,0.15646507217590444,0.11410672498219218,0.3233537471854627,0.0,0.0,0.1504843713953083,0.0672199124451402,0.0,0.15707059902920453,0.12313684523472182,0.0,0.0981644589322321,0.10521998603398044,0.0,0.0,0.0,0.0
NCT03313492,0.0,0.0,0.0,0.0,0.5876997722852396,0.0,0.0,0.0,0.0,0.0,0.0,0.6395980070434514,0.0,0.13725945766274752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414592962456313,0.0,0.0,0.0,0.2733561148870083,0.0,0.0,0.0,0.15825090669821731,0.2652805008912667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19113298161147718,0.0,0.0,0.0,0.0
NCT00005992,0.0,0.0,0.0,0.0,0.11612673339399839,0.0,0.0,0.47629343136059016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2485328805314704,0.0,0.0,0.12337045569260273,0.19308188006769772,0.0,0.3069128807620326,0.20304622545858284,0.0,0.0,0.0,0.2808028369999509,0.0,0.0,0.0,0.0,0.0,0.12063741674092612,0.0,0.0,0.44197947823474226,0.2612302165787105,0.0,0.18883492767139756,0.20531195541484662,0.2741606367904219,0.0,0.0
NCT00003192,0.2072491629855451,0.0,0.0,0.0,0.11000346765999418,0.0,0.0,0.22558943811662466,0.20744568558200568,0.0,0.0,0.0,0.2570999935386724,0.0,0.0,0.0,0.0,0.0,0.0,0.24365379857291264,0.0,0.0,0.23542794916335563,0.0,0.0,0.11686523452730954,0.18290083367535387,0.0,0.0,0.1923397674498907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5620611545449874,0.0,0.11427630643859608,0.0,0.0,0.0,0.24745576527785623,0.0,0.1788778195344594,0.19448602735650944,0.2597043752233647,0.0,0.24196984886961936
NCT01845792,0.26581116331233784,0.0,0.0,0.0,0.28217387501954433,0.0,0.0,0.0,0.0,0.0,0.29808738582267275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498876207410302,0.0,0.0,0.7457610691950272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2931342883695896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31034280712163875
NCT03574792,0.0,0.0,0.0,0.0,0.37908916607099813,0.0,0.4023339327830731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4562336857663395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25519494425246203,0.0,0.0,0.0,0.2367997071169558,0.0,0.0,0.22040663132720462,0.0,0.0,0.0,0.5410563967300569,0.0,0.0,0.15411024051875852,0.0,0.0,0.0,0.0
NCT05853692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305541598582488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3858111337376453,0.0,0.0,0.0,0.0,0.5634184844304285,0.0,0.0,0.0,0.0,0.0
NCT05329792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5558000437345849,0.0,0.0,0.0,0.0,0.0,0.26658194061314405,0.4172161154525707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4080391953776518,0.0,0.0,0.528635137278813,0.0
NCT03306992,0.0,0.0,0.0,0.0,0.13999455124167406,0.3244376238167216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180667142889359,0.0,0.0,0.0,0.31008299024694536,0.3356927894235875,0.35096286706393565,0.0,0.0,0.0,0.2974541877892753,0.23276648160993607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34979283713731263,0.3326987064309413,0.0,0.0,0.14543232661424021,0.0,0.0,0.0,0.0,0.21238179482893219,0.0,0.0,0.0,0.0,0.0
NCT06543992,0.0,0.0,0.41314106605338297,0.42592763928627747,0.20112776495268855,0.0,0.0,0.0,0.0,0.0,0.4249411797385659,0.0,0.0,0.0,0.0,0.0,0.39563937616524314,0.3801910097721281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546787302275844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05276492,0.0,0.0,0.0,0.0,0.1298689188150186,0.0,0.0,0.0,0.0,0.0,0.27438604304884334,0.0,0.0,0.0,0.5619153403232476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31259440153121465,0.0,0.0,0.0,0.0,0.3432322845053682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5396535465309351,0.0,0.0,0.0,0.29214363305808455,0.0,0.0,0.0,0.0,0.0,0.0
NCT05241340,0.0,0.0,0.0,0.0,0.16948487503020002,0.0,0.0,0.0,0.31961634341466233,0.31603109559963205,0.358086327664001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37540301665219167,0.0,0.0,0.0,0.0,0.0,0.18005695720844445,0.2817995250313402,0.0,0.0,0.0,0.0,0.4563747751827542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225305424736924,0.0,0.0,0.2756011745300478,0.0,0.0,0.0,0.0
NCT02429440,0.40196482355070173,0.0,0.0,0.0,0.21335441760504917,0.0,0.4528735168105805,0.0,0.0,0.3978327289366119,0.4507735565044985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22666298236995894,0.35474064298497365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22164169298391811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00448240,0.0,0.0,0.0,0.0,0.0,0.0,0.3905453194319544,0.0,0.0,0.0,0.3887343730239836,0.4004771367128369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39377468782565134,0.0,0.0,0.0,0.0,0.0,0.0,0.321705779425053,0.40370693350314996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19113753083965085,0.0,0.0,0.0,0.0,0.2791272944877758,0.0,0.0,0.0,0.0,0.0
