advanced,breast,cancer,cells,chemotherapy,clinical,combination,dose,efficacy,evaluate,patients,phase,purpose,safety,study,therapy,treatment,trial,tumor,tumors
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329656960902306,0.23407027442232056,0.0,0.0,0.0,0.0,0.0,0.5013773586519212,0.0,0.0,0.0
0.0,0.0,0.3573687084165323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3796605580735558,0.0,0.6248549771463382,0.0,0.0,0.0,0.0,0.5811210927366386,0.0,0.0
0.0,0.0,0.2226589658113908,0.0,0.41989259789964306,0.0,0.0,0.0,0.0,0.0,0.23654792719429585,0.0,0.0,0.0,0.0,0.8474421923134182,0.0,0.0,0.0,0.0
0.0,0.0,0.21693920721803794,0.0,0.40910621754271576,0.0,0.0,0.0,0.4267421389071605,0.0,0.0,0.0,0.0,0.38256141597741145,0.6760971772059111,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8973895551848453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412391485862801,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43820159338730114,0.2462765698465279,0.0,0.0,0.0,0.240820778551139,0.44114771738148423,0.7033642433082506,0.0,0.0,0.0
0.0,0.0,0.35251415557711074,0.9036473119487594,0.0,0.0,0.0,0.0,0.0,0.0,0.09362579730906481,0.1465297738083604,0.0,0.0,0.09155169496834699,0.0,0.0,0.1433067630639729,0.0,0.0
0.0,0.16832494201891463,0.08194493880131665,0.6721938169377595,0.30906523896422283,0.0,0.1731326302762189,0.0,0.0,0.0,0.0,0.13624841053703798,0.0,0.0,0.0,0.0,0.12431636106841472,0.13325154457830857,0.579514298901919,0.0
0.5945600114014833,0.0,0.3155798655297368,0.0,0.0,0.5884480879770313,0.0,0.0,0.3103893218270146,0.0,0.0,0.0,0.0,0.2782546358475374,0.16391892994952637,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.23809734343070627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416310400390711,0.0,0.2473457024482357,0.0,0.0,0.0,0.8419117584748148,0.0
0.0,0.0,0.0,0.0,0.2717037661226848,0.0,0.0,0.0,0.0,0.27235003954781617,0.765326216855173,0.0,0.0,0.0,0.0,0.27418110771013426,0.43715331567088095,0.0,0.0,0.0
0.0,0.4957105640296931,0.24132473384731537,0.0,0.0,0.0,0.0,0.0,0.4747110234882511,0.0,0.2563780235135594,0.4012463965552702,0.0,0.42556406965298715,0.2506984536304563,0.0,0.0,0.0,0.0,0.0
0.4378463892264149,0.0,0.23239959295117862,0.0,0.4382615740600813,0.0,0.0,0.0,0.4571543366868785,0.0,0.24689615256708897,0.0,0.0,0.4098250311324293,0.0,0.0,0.35256688371591194,0.0,0.0,0.0
0.0,0.0,0.3735799044367135,0.0,0.0,0.34829912247952255,0.0,0.0,0.0,0.0,0.7937659434815079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302444598323524,0.0
0.0,0.0,0.6854065225008167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7281606271375411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31122501105289674,0.0,0.0,0.0,0.3115201280337062,0.0,0.6980312549054204,0.0,0.0,0.0,0.0,0.0,0.2888356478172069,0.2913071866809156,0.17160814655216175,0.0,0.0,0.0,0.0,0.3480104956393529
0.0,0.3900450597336703,0.18988403124499476,0.0,0.35808528476978563,0.0,0.0,0.0,0.373521774495844,0.0,0.40345713306104436,0.31571684379707055,0.0,0.3348509695233375,0.19725965193586806,0.36135023608228717,0.0,0.0,0.0,0.0
0.0,0.0,0.35128821646554936,0.0,0.0,0.0,0.0,0.0,0.34551035469748304,0.3320193553846327,0.3732007788228744,0.29204037390197557,0.0,0.3097395791904273,0.3649332218977352,0.33425159325001924,0.0,0.28561676975370165,0.0,0.0
0.28011680705967507,0.0,0.5947202812791856,0.0,0.560764851799084,0.27723727859859487,0.15706504892591328,0.0,0.14623463419723745,0.14052467117399545,0.15795439595745558,0.1236038708182049,0.0,0.13109492506809772,0.0772276076318464,0.14146944890134272,0.11277917572412734,0.12088512913628582,0.0,0.0
0.0,0.0,0.9509719507286808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092771393544754,0.0,0.0
0.0,0.0,0.14726980229080683,0.6040266303788858,0.0,0.0,0.0,0.0,0.0,0.0,0.15645615860676002,0.24486291375330024,0.2574995145839993,0.0,0.15299016852589817,0.560510301752692,0.0,0.23947700629287463,0.2603728719320548,0.0
0.36870116574653294,0.0,0.19569877232859897,0.4013289492489098,0.36905078409657477,0.0,0.0,0.0,0.0,0.0,0.20790601797733801,0.32538491167184647,0.34217699824021913,0.0,0.20330025363748797,0.0,0.0,0.31822787430583294,0.3459952454078594,0.0
0.45089815627872165,0.0,0.47865438911921504,0.0,0.0,0.0,0.5056486379372032,0.0,0.0,0.0,0.25425588225473084,0.0,0.0,0.0,0.4972466487895925,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5588146576092277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797570260895726,0.0,0.22717362825778264,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305541598582488,0.0,0.0,0.0,0.0,0.0,0.3858111337376453,0.0,0.5634184844304285,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3206746133198734,0.5018742686989657,0.0,0.0,0.0,0.0,0.0,0.4908352414875819,0.0,0.635901546234836
0.0,0.0,0.29285621795427136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222478494912678,0.4869268901268217,0.0,0.0,0.30423156303427723,0.0,0.44428392851211196,0.0,0.0,0.0
0.0,0.4566319584289891,0.22230025710618787,0.0,0.0,0.0,0.4696742567248781,0.0,0.4372878854570578,0.42021328702024885,0.0,0.0,0.0,0.3920153586862315,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1553197709314592,0.0,0.0,0.0,0.32815840573708827,0.6720357937698234,0.0,0.0,0.0,0.0,0.0,0.0,0.6454112808078698,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2100917331959968,0.0,0.3961931796792385,0.39174894282764544,0.44388018222460496,0.0,0.0,0.0,0.22319677910597613,0.34931583492092494,0.0,0.0,0.0,0.3998055912946153,0.0,0.3416324224657383,0.0,0.0
0.45084813437722093,0.0,0.23930064399339648,0.0,0.0,0.44621353194764396,0.5055925421071168,0.0,0.0,0.0,0.25422767552440595,0.3978809779044705,0.0,0.0,0.24859574253119696,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6398933821143445,0.0,0.0,0.0,0.0,0.0,0.5295580054849632,0.0,0.3146303737087408,0.0,0.4594698099907665,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6181493549271392,0.0,0.0,0.0,0.0,0.5282807301162599,0.0,0.0,0.0,0.0,0.0,0.5029220823078525,0.0,0.2930532789752178,0.0
0.0,0.3688762924417835,0.17957852738188898,0.5524055734557202,0.33865105819833125,0.0,0.0,0.0,0.0,0.0,0.0,0.1492910317602873,0.1569954699172989,0.0,0.0,0.34173881204908085,0.0,0.1460072854819821,0.47624200125653005,0.0
0.0,0.0,0.2779061868492014,0.0,0.0,0.0,0.0,0.0,0.0,0.5253249536431406,0.2952413446011175,0.0,0.4859156941913452,0.49007362806050503,0.2887008313930706,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6174940776040443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544459924315209,0.320739627292499,0.0,0.4683914457191507,0.0,0.0,0.0
0.0,0.0,0.11059588375063834,0.6804130034454778,0.20856287001889395,0.0,0.0,0.23926249722848814,0.0,0.0,0.11749460419031753,0.1838858335045994,0.0,0.0,0.0,0.0,0.0,0.17984115369842496,0.586600255342672,0.0
0.0,0.0,0.0,0.0,0.0,0.5236455468635839,0.0,0.0,0.5524157168306345,0.0,0.2983441349184709,0.0,0.0,0.0,0.2917348852633663,0.0,0.0,0.0,0.4965015115068173,0.0
0.4147178526791426,0.0,0.0,0.0,0.0,0.0,0.0,0.23810690716098437,0.0,0.0,0.0,0.36599540332212677,0.0,0.19408833904704745,0.4573473179394572,0.41889600758991735,0.0,0.0,0.0,0.46373575495456054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47642874420095505,0.7456384685634936,0.0,0.0,0.46587436707484664,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22285629195291295,0.34878295288459576,0.0,0.0,0.21791933258841867,0.0,0.0,0.0,0.0,0.8838533189383395
0.0,0.6666996063147017,0.2163777504115862,0.0,0.0,0.10086755162337128,0.0,0.1170275944104923,0.0,0.30676349722483753,0.28734362977652295,0.0,0.0,0.0,0.056195615098598134,0.1029419781662681,0.4923908957798721,0.0,0.0,0.2279223248562623
0.0,0.0,0.09869455428224734,0.6071931054351657,0.5583576566760484,0.0,0.208521087778883,0.2135152296776758,0.0,0.0,0.10485089677730008,0.16409770202185517,0.0,0.0,0.0,0.18781621738329432,0.0,0.1604882741015101,0.34898375828303735,0.0
0.0,0.0,0.32234468555058726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3424518160821696,0.0,0.5636158857204463,0.0,0.0,0.0,0.0,0.0,0.0,0.679085996559253
0.5566185839053968,0.0,0.29544135914247166,0.0,0.0,0.5508966885605727,0.0,0.0,0.0,0.0,0.31387032117905383,0.0,0.0,0.0,0.0,0.0,0.4482057734736945,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12508076807117308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992146562488993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5223944078113392,0.2543151197012738,0.0,0.4795901027717054,0.23710518679741766,0.5373150097731908,0.0,0.0,0.0,0.0,0.0,0.0,0.22423598192557298,0.0,0.0,0.19290715636871447,0.0,0.0,0.0
0.0,0.3914651409312863,0.19057536353025087,0.0,0.0,0.35535761477259575,0.40264614796818654,0.0,0.3748816974986476,0.0,0.2024630225560584,0.0,0.0,0.3360700993493844,0.0,0.3626658447875094,0.0,0.30989664426438696,0.0,0.0
0.3647000746229052,0.0,0.3871501557492546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8225994091161807,0.0,0.0,0.0,0.20109406902016183,0.0,0.0,0.0,0.0,0.0
0.617808396816406,0.0,0.32791961627370436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34837449834200834,0.0,0.0,0.0,0.0,0.6240326265436791,0.0,0.0,0.0,0.0
0.0,0.0,0.38265986456447937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40652931919145235,0.0,0.0,0.0,0.3975234315329258,0.7282035855936964,0.0,0.0,0.0,0.0
0.0,0.0,0.4825795339956064,0.5937895317471514,0.36402140553236695,0.0,0.0,0.0,0.0,0.1824436326514253,0.4101454008180256,0.0,0.0,0.0,0.10026485142873855,0.0,0.0,0.0,0.17064003244053016,0.2033307936830102
0.0,0.0,0.20091507579350096,0.0,0.7577754870522351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3512976434046823,0.35430366355823834,0.20871917274896828,0.0,0.30480260857832814,0.0,0.0,0.0
0.4178280274734837,0.0,0.22177427037823189,0.0,0.4182242300330029,0.0,0.46856295605111475,0.0,0.0,0.4192190164118355,0.0,0.0,0.0,0.3910878074611091,0.23038859611473658,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2733862281931399,0.2803231885268235,0.0,0.0,0.0,0.0,0.0,0.0,0.14521972058680438,0.22727724005227265,0.239006299861375,0.0,0.0,0.780382985221469,0.0,0.22227814009050484,0.2416732971527979,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12765076665202363,0.7015114476749171,0.18641453082681686,0.0,0.4344958507825898,0.5177354043365433
0.0,0.0,0.364241435914738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38696199072841203,0.605617838283309,0.0,0.0,0.0,0.0,0.0,0.5922969086930355,0.0,0.0
0.39273762548483654,0.0,0.0,0.42749248770940035,0.0,0.0,0.0,0.0,0.0,0.394045086106919,0.0,0.0,0.36448428773555197,0.36760314473660916,0.21655385524042878,0.0,0.0,0.0,0.0,0.4391575575459471
0.4006079025432117,0.0,0.21263419266414071,0.0,0.4009877762374467,0.0,0.4492518708429551,0.0,0.0,0.0,0.0,0.0,0.37178838121109314,0.3749697386376532,0.22089349251530774,0.0,0.32258135105595376,0.0,0.0,0.0
0.09184694842517162,0.0,0.04875041556361896,0.6998238657583548,0.09193404166367486,0.0,0.0,0.0,0.0,0.0,0.05179135593939178,0.08105645974875558,0.0,0.0,0.0,0.0,0.0,0.07927357403288784,0.6895255109049861,0.0
0.0,0.8184720593101772,0.3984533843072614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4139304152422817,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8597083907138287,0.0,0.5107851631911786,0.0,0.0,0.0,0.0,0.0
0.31160980393177584,0.0,0.16539588626342008,0.0,0.6238105715795838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2891927588992195,0.0,0.17182031970793582,0.0,0.5018348910066771,0.0,0.0,0.348440769414729
0.0,0.0,0.0,0.0,0.0,0.6891662523701041,0.0,0.0,0.0,0.0,0.0,0.6145177651491525,0.0,0.0,0.383950247962203,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2435272175431987,0.0,0.0,0.25690710682572127,0.0,0.1387482763525828,0.2171490565055559,0.0,0.23030944826212685,0.8140474253319309,0.0,0.19813207660776244,0.0,0.23090358034639533,0.0
0.4360589236212712,0.0,0.0,0.0,0.0,0.0,0.0,0.5007194215183138,0.0,0.0,0.49177644572953283,0.0,0.0,0.0,0.0,0.4404520832630505,0.35112756345734286,0.0,0.0,0.0
0.0,0.0,0.6935095775654628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204474067029274,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.132464535645345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23359456768153944,0.9632687707726946,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.11777911585986621,0.0,0.0,0.21961760904810568,0.0,0.0,0.0,0.0,0.7507554601783626,0.0,0.0,0.0,0.6117699115481545,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3436475226540725,0.7047346160515242,0.0,0.0,0.0,0.0,0.0,0.0,0.3650834758575757,0.28568835019897426,0.0,0.0,0.0,0.0,0.0,0.2794044626428392,0.30378424841330215,0.0
0.0,0.0,0.8460538676509186,0.0,0.0,0.0,0.0,0.0,0.0,0.5330974142058109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6564527477385527,0.3195781896265092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08487818810392257,0.0,0.0,0.0,0.0,0.30407942550812317,0.6060288498647503,0.0,0.0,0.0
0.0,0.0,0.0,0.7346888885642855,0.0,0.0,0.0,0.3875223517344178,0.0,0.0,0.190300552152371,0.2978313420439436,0.0,0.0,0.0,0.0,0.0,0.29128036205895835,0.31669639428324636,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7686891009607726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6396225965865489,0.0
0.0,0.49243960448478574,0.23973234607332228,0.0,0.0,0.44701850809237237,0.0,0.0,0.0,0.0,0.5093726124022884,0.0,0.0,0.4227559736457419,0.2490442131133086,0.0,0.0,0.0,0.0,0.0
0.1277903297304235,0.0,0.06782840133709533,0.0,0.0,0.25295335626278376,0.7165365977876372,0.44021871709585797,0.13342556855641832,0.12821575579903405,0.14411876640785054,0.11277709162556666,0.0,0.23922397054695035,0.0704630439505401,0.0,0.0,0.0,0.2398410995327585,0.1428946081066806
0.0,0.0,0.27672375515378606,0.0,0.5218485410126866,0.0,0.0,0.0,0.0,0.0,0.2939851554978399,0.0,0.4838482263000191,0.0,0.5749449415637586,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5123657448835062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164889373030211,0.0,0.0,0.0,0.2661337234018891,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5783808365576657,0.0,0.2181433216960922,0.0,0.0,0.0,0.0,0.2186621964753929,0.1228917843196229,0.0,0.2022584159707035,0.0,0.12016934942626854,0.0,0.3509781175717919,0.0,0.6135460650145159,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7819364025052488,0.6233582135795994,0.0,0.0,0.0
0.20592112420594988,0.0,0.43719429117653424,0.0,0.0,0.0,0.2309251757349665,0.0,0.0,0.20660665506340684,0.0,0.5451864520860988,0.0,0.38548510717482914,0.22708806301505402,0.4159914324934397,0.0,0.0,0.0,0.0
0.0,0.0,0.39951921083654884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42444031325349746,0.0,0.6985546341282467,0.0,0.41503764142034816,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.346099901077951,0.709763827243321,0.2175595999721708,0.0,0.0,0.0,0.0,0.0,0.24512588539099342,0.1918180756439804,0.0,0.0,0.0,0.0,0.17501947404166732,0.18759892138815765,0.40793619971558603,0.0
0.0,0.6329510313477572,0.3081369457545628,0.5416383054702412,0.0,0.0,0.0,0.0,0.0,0.0,0.09353080848437927,0.0,0.0,0.0,0.18291762088258798,0.08376944403083333,0.0,0.0,0.1556530943624523,0.3709453961451155
0.0,0.0,0.31881637140318575,0.0,0.0,0.0,0.0,0.0,0.0,0.6026573119040805,0.33870341369910495,0.0,0.5574466699944572,0.0,0.33120008060765566,0.0,0.0,0.0,0.0,0.0
0.33009788756978,0.0,0.3504179392265851,0.0,0.0,0.0,0.0,0.0,0.6893087829287439,0.0,0.0,0.0,0.3063508195461321,0.3089722340500525,0.18201457034250323,0.0,0.2658045981544013,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4867732486535681,0.0,0.0,0.5584243400866399,0.0,0.0,0.5484507398254042,0.21458926161759787,0.0,0.0,0.0,0.24560577577572426,0.0,0.20986924139339244,0.0,0.0
0.0,0.0,0.0,0.585029105471858,0.0,0.0,0.0,0.0,0.0,0.0,0.30307076513451514,0.4743232307703678,0.0,0.5030697500352154,0.2963568059327196,0.0,0.0,0.0,0.0,0.0
0.44808606140157614,0.0,0.23783459413884497,0.0,0.1495036519780361,0.1478266174563756,0.1674983611201526,0.0,0.4678455531872532,0.0,0.25267017680436155,0.0,0.13861699544962325,0.13980312775016632,0.08235758241584391,0.3017335938401331,0.48108289479942773,0.0,0.1401637795788439,0.0
0.0,0.0,0.0,0.0,0.5761026318418999,0.0,0.0,0.0,0.0,0.0,0.649098765232107,0.0,0.0,0.0,0.0,0.0,0.0,0.496766092400629,0.0,0.0
0.0,0.3294063153704741,0.16036352087837047,0.0,0.0,0.0,0.6776296029055432,0.0,0.3154518391575868,0.0,0.3407332673366536,0.0,0.0,0.28279302946236445,0.33318496667961917,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4187853867398503,0.0,0.0,0.0,0.0,0.0,0.0,0.7916283418149053,0.44490826952141205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.431241743902259,0.0,0.45778797410439026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7295156247644553,0.0,0.0,0.0,0.11889243113306633,0.0,0.0,0.0,0.0,0.24110635023850405
0.0,0.8152778308499741,0.39689835121145706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42165597034808827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297079271686908,0.0,0.378059133426013,0.0,0.22461918279357726,0.4114688124739156,0.0,0.0,0.7645555564584477,0.0
0.0,0.0,0.0,0.0,0.8712576393965887,0.0,0.0,0.0,0.0,0.0,0.4908259628351823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4190918976129277,0.2040247837908655,0.0,0.0,0.3804361654065951,0.0,0.0,0.0,0.0,0.21675138715444725,0.0,0.0,0.0,0.0,0.38826015703419076,0.0,0.6635337818313548,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5403780802804452,0.0,0.5031163294342497,0.0,0.0,0.4252557961477446,0.0,0.4510285669997957,0.2656995088476585,0.0,0.0,0.0,0.0,0.0
0.0,0.8439433465371893,0.49302415949263567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17072486025608466,0.0,0.12465884678886636,0.0,0.0,0.0
0.0,0.6343852499586469,0.3088351604985421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3280995974917552,0.0,0.5399946402984365,0.0,0.3208311718793162,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2999675384314635,0.0,0.0,0.27966822938603864,0.0,0.0,0.0,0.0,0.6373576665369381,0.0,0.0,0.0,0.4674286602861136,0.0,0.4550723127253127,0.0,0.0,0.0
0.0,0.0,0.5511506627631354,0.0,0.2598414157480603,0.0,0.29111670994722166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862794390556338,0.2622105987540984,0.6271013725565542,0.0,0.0,0.0
0.1488281339595529,0.0,0.39497411195959387,0.0,0.0,0.0,0.33379929447688844,0.17089694329154714,0.0,0.29864719372800896,0.16784468056604968,0.0,0.13812151645591023,0.13930340899034974,0.24618959900309723,0.0,0.59920411233813,0.0,0.279325543376932,0.16641899212766353
0.0,0.0,0.48237153424566315,0.19784453288377196,0.0,0.0,0.20383016624569128,0.2087119591824563,0.0,0.0,0.0,0.0,0.16868418913488412,0.0,0.10022163562169302,0.0,0.5854338261529877,0.0,0.5116994513042341,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9457842022016587,0.0,0.0,0.23222306415413424,0.0,0.0,0.0,0.22707860167932312,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2010479082510697,0.0,0.0,0.0,0.0,0.0,0.3954822896704047,0.0,0.6407664626066438,0.0,0.0,0.0,0.6265714943591771,0.0,0.0,0.0,0.0,0.0
